아이디,리뷰어 등급,작성 날짜,옵션1,옵션2,상품 사이즈,퀄리티,색감,키,몸무게,사이즈,리뷰내용,제품_사이즈
Mv4tnEHC,,22.02.01,Gray(그레이/기모),,정사이즈예요,아주 만족해요,화면과 비슷해요,155,40,44,"진짜 맨날 입어요
기모가 살짝 얇긴한데 뭐 이것만 입고
돌아다니지는 않으니까

위에 패딩이랑 같이 입어서
기모는 딱히 상관없을거 같아요
소매부분 시보리 엄청 짱짱하구요
바람 하나도 안들어와요ㅠㅠ

리뷰 보니까 지퍼가 뭐가 문제지 했는데
살짝 빡빡하긴 하더라구요…^^
저도 그래서 후드티로 입어요 ㅋㅋㅋ😆

155에 덩치도 없고 키도 작은데
진짜 잘어울려요 저 맨날 입고다녀요ㅠㅠ♥️
예쁜 옷 감사합니다♥️",Free
람룽,상위 10%,21.12.06,Gray(그레이/쭈리),,정사이즈예요,보통이에요,화면과 비슷해요,163,50,44,"후드집업 유목민...
후기 많아서 구매했는데 정착할게오!
사계절 입으려고 쭈리로 구매했는데 딱 좋고,
길이감, 핏감 예술임 ㅠㅠ 배송 도착한 뒤로 매일 입어요.

후기에 지퍼도 이야기 많아서 걍 감수해야지하고
구매했는데 받아보고 나니 뻑뻑한지 하~나~도~ 모르겟음,,
난 왜 잘 올라가고 잘 내려간다고 느끼는지~!

단점이라하면...후드끈 묶을 때 생기는 공간;;
왜 이렇게 만들었나 싶지만 옷 이쁘니카 용서해볼게여...",Free
x0SgHqB8,,21.11.27,Black(블랙/기모),,정사이즈예요,아주 만족해요,화면과 비슷해요,160,54,55,2주전 그레이 기모 구매하고 넘 만족스러워서 엄마 드리고 이번에 블랙 기모+ 제꺼 그레이 기모 재구매 했어요ㅎㅎㅎ 기모 재질 넘 좋고(부들부들!!) 투웨이 지퍼 만족스럽고 핏도 예쁘고 전체적으로 퀄리티 좋아요!!,Free
x0SgHqB8,,21.11.27,Gray(그레이/기모),,정사이즈예요,아주 만족해요,화면과 비슷해요,160,54,55,두번째 구매입니다!!! 2주전 배송 받은 그레이 기모는 엄마 먼저 드렸어용ㅋㅋㅋ 재질이며 안에 기모 퀄리티 넘 좋구(뷰들부들!) 투웨이 지퍼 넘 만족스럽고 핏도 예쁘고ㅜㅜ 그래서 그레이 기모 다시 제꺼 하나 구매하면서 블랙 기모까지 구매했네요!!(진짜 맘에 듦ㅎㅎ),Free
x0SgHqB8,,21.11.11,Gray(그레이/기모),,정사이즈예요,아주 만족해요,화면과 비슷해요,160,54,55,"블랙 하나 또 사려구요!!! 그레이 같은걸로 엄마도 하나 사드리려구요!! 정말 배송도 빠르고 퀄리티 이가격에 이정도면 넘 만족스러워요ㅠㅠㅠㅎㅎㅎ기모도 부들부들한 기모라서 촉감 넘 좋아요! 두께감 너무 두껍지도 않고 적당히 두툼해서 가을 겨울 봄에 입기 다 좋을듯용, 키 160에 요새 살이 쪄서 58키로인데 길이도 핏도 다 적당해서 넘 예뻐요ㅎㅎ 아무튼 다른 컬러로 또 구매해야겠어요",Free
AS9rMi6K,,21.11.11,Charcoal(차콜/기모),,정사이즈예요,보통이에요,화면과 비슷해요,157,51,55,"다른 분들 말씀하신 것 처럼 버튼은 조금 불편하긴 한데 진짜 이뻐옹 ㅠㅠ 
평소 후리스를 좋아하는 저에겐 안성 맞춤!
기모긴한데 엄청 두껍진 않아서 편하기도 하고,, 만약에 엄청 추운 한겨울에 입으실 분들은 좀 껴입어야 할 것 같아요 ㅎㅎ",Free
fv6gixpU,,24.02.21,Gray(그레이/쭈리),,생각보다 커요,보통이에요,화면과 비슷해요,160,68,66,"어벙한게 핏이 애매하긴함 가격이 퀄리티
대비 좀 비싼거 같기도..셋트로 입으니 나름 귀여운거 같아서 품고 가겠음 지퍼는 불편하다는 후기 많던데 전 아주편하더구만요",Free
xKBZBRdP,,24.11.07,Black(블랙/기모),,생각보다 커요,아주 만족해요,화면과 비슷해요,163,54,55,"밑단은 시보리고 소매는 밴딩이에요. 소매가 밴딩이라서 걷어올렸을 때는 고정이 더 좋은거 같아요.
안에 기모라서 매우 따뜻해요. 그리고 투웨이 지퍼입니다",Free
ahwl******,상위 5%,24.07.02,Black(블랙/쭈리),,정사이즈예요,별로예요,화면과 비슷해요,150,40,44,"먼지 잘 붙는 재질이에요
150 기준 기장은 엉덩이 반 정도 옵니다
블랙이랑 그레이랑 두께도 재질도 다른 것 같아요 블랙이 그레이보다 좀 더 두껍고 짱짱해요 고급스러운 재질은 아닙니다 지퍼도 그렇고요 하지만 전 그냥저냥 입으려고요
핏은 좋아요",Free
ahwl******,상위 5%,24.07.02,Gray(그레이/쭈리),,정사이즈예요,별로예요,화면과 비슷해요,150,40,44,"먼지 잘 붙는 재질이에요
150 기준 기장은 엉덩이 반 정도 옵니다
블랙이랑 그레이랑 두께도 재질도 다른 것 같아요 블랙이 그레이보다 좀 더 두껍고 짱짱해요 고급스러운 재질은 아닙니다 지퍼도 그렇고요 하지만 전 그냥저냥 입으려고요
핏은 좋아요",Free
bibi****,,24.02.08,Charcoal(차콜/기모),,정사이즈예요,보통이에요,화면과 비슷해요,160,63,66,"생각보다 짧고 사진보다 조금 작다는 느낌이 듭니다!
제가 덩치가 있어서 그런것도 있지만 158cm인 제 키에도 좀 짧다는 느낌이 있어요! 키 크신 분들이 입으면 아마 크롭 느낌이 날 수도 있을 듯 싶습니다!
그래도 챠콜 색 왕 예쁘고 옷 재질도 좋아요! 
믿고 사는 데일리쥬! 잘입을게요!",Free
Hyl0fQ92,,24.01.26,Charcoal(차콜/기모),,정사이즈예요,보통이에요,화면과 비슷해요,,,,"1년 7-8개월 전쯤에 사서 잘 입다가 새로 샀어요. 전이랑 색만 다르고 똑갘이 기모로 샀는데 확실히 기모 두께가 다르긴해서 아쉽지만 그래도 만족합니다. 전에는 기모가 더 두꺼워서 빳빳한 느낌이였는데, 지금껀 확실히 얇아진 대신에 더 팔랑팔랑하고 편하긴 해요.",Free
dmsq****,,21.12.06,Gray(그레이/쭈리),FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,158,52,55,요즘 정말 자주입어요. 그냥 회색 후드집업은 이미 2개나 있는데 투웨이에 레이어드하기 좋은 얇은쭈리 원단 후드집업는 없어서 샀는데 저렴하게 잘 사서 잘 입고 다녀요,Free
Pi0cmjfp,,21.11.11,Gray(그레이/기모),,생각보다 커요,보통이에요,화면과 비슷해요,,,,도톰할 줄 알았는데 좀 얇아서 놀랐어요! 밑단 밴딩이 조금만 더 짱짱했으면 핏이 완전 이쁠 거 같은데 아쉬웠습니당🥲 그래도 이뻐서 많이 입고 다닐 거 같아요!,Free
미니흐,상위 15%,21.11.09,Gray(그레이/기모),,정사이즈예요,아주 만족해요,화면과 비슷해요,162,52,55,"너무 만족스러운 후드집업,, 제 체형에 부해보이지도 않고 엄청 크거나 작지도 않아서 딱 좋아요 핏, 디자인 다 이쁘네용 날 추워지기 전에 더 빨리 샀어야했는데 아쉬울뿐이에유",Free
DDulgi,상위 5%,24.12.31,Gray(그레이/기모),,생각보다 커요,보통이에요,화면과 비슷해요,,,,너무 어벙벙하게 크지 않고 적당한 오버사이즈여서 핏이 예뻐요! 기모 후드이긴 하지만 두툼한 소재는 아니여서 너무 추운 날에는 여러겹 껴입어야 할 거 같아요 그래도 오히려 두툼하고 빳빳해서 움직이기 불편한 기모 두께가 아니여서 활동하거나 입고 있을 때 불편하지 않고 편해요!,Free
7n5SRhLZ,상위 10%,24.12.30,Gray(그레이/기모),,정사이즈예요,보통이에요,화면과 비슷해요,155,50,55,"일단 투웨이 지퍼 라인으로 후드 갖고 싶었는데
나름 만족하며 입는중이다
모자핏도 훌륭하고 다만 기모가 얄팍함이 아쉽고
한번 세탁했더니 뒷기장이 자꾸 뜨는경향이있어서
앞쪽으로 옷이 쫌 쏠린다",Free
QnQYxYiB,,24.11.27,Black(블랙/기모),,정사이즈예요,보통이에요,화면과 비슷해요,164,54,33 이하,"안에 흰색 티 입지 마세요 
핏도 괜찮고 옷 퀄리티도 괜찮은 거 같아요 
하지만 속 기모 털이 너무 많이 빠져서 한 동안은 털 날림 심합니다! 그래도 무난한 기본템 가성비로 건져서 좋아요!!",Free
HhXx2oG8,,24.10.07,Black(블랙/기모),,정사이즈예요,아주 만족해요,화면과 비슷해요,163,54,55,2~3년 전쯤에 구매한 그레이 색상 아직까지도 잘 입고 있어서 이번에 블랙도 주문했어요! 저번에 산 제품은 투웨이 지퍼가 밑에서 자주 걸렸는데 이번꺼는 개선이 된거 같아서 만족합니다,Free
난감한혜녀,상위 15%,24.11.14,Black(블랙/쭈리),,정사이즈예요,아주 만족해요,화면과 비슷해요,158,56,55,"후짚 넉넉하니 오버핏으로 아주 맘에들어요~
재질도 쭈리 쫀쫀해서 잘 안늘어날거같아요
ㅎㅎ완전 강추합니다!!~~",Free
EnTRIyZT,상위 10%,23.12.21,Gray(그레이/기모),,작아요,보통이에요,화면과 비슷해요,170,57,55,따뜻하고 편하긴 한데 좀 작아서 핏이 너무 아쉽네요 사진은 좀 더 오버핏느낌으로 살짝 커보였는데 저런 느낌은 없어요 소매디자인도 알고서 구매하긴했는데 별로에요 근데 따뜻하긴해요 편하고 살짝 아쉽네요ㅠㅠ,Free
Cn4Lj8xe,상위 15%,23.12.09,Black(블랙/기모),,정사이즈예요,아주 만족해요,화면과 비슷해요,160,53,44,"엉덩이 바로 위까지 오는 세미크롭 기장입니다. 두껍고 퀄리티 괜찮아서 자주 입습니다. 그런데 기모털이 좀 빠져서 안에 흰 티 입으면 기모 닿은 부분 약간 거무스름 해집니다. 기모부분만 돌돌이로 3번 정도 밀어줘야 입을 수 있을 것 같네요. 그리고 검은색은 먼지 눈에 잘 띄어서 입을때마다 흰색 먼지 떼주고 있습니다. 그래도 핏이 예쁘고 따뜻해서 좋아요.
(+ 지퍼가 좀 귀찮습니다. 투웨이라 지퍼 2개가 잘 맞물려야 하는데 그게 좀 안되네요. 지퍼 올릴 때마다 10초씩 공들여야 합니다..^^)",Free
ExFSv3NS,,23.11.20,Gray(그레이/기모),,정사이즈예요,아주 만족해요,화면과 비슷해요,153,47,44,키가 작다보니 길이감이 적당한걸 찾고 있었는데요 !! 후드집업 하나 사고싶어서 둘러보다가 이 상품을 딱 보게 되었는데 일단 너무 만족합니다 ㅎㅎ 지퍼가 좀 뻑뻑하긴 하지만 쓰다보면 괜찮아질 것 같구요 무엇보다 따뜻합니다 요새 맨날 입고 다녀요 🫶🏻 그리고 주머니에 핸드폰이나 지갑을 넣어도 많이 쳐지지 않아서 좋아요 ㅎㅎ,Free
r5wzFdfh,,23.11.17,Gray(그레이/기모),FREE,정사이즈예요,보통이에요,화면과 비슷해요,160,52,55,"키가 작아서 크면 어쩌지 했는데 오히려 세미크롭느낌이라 자켓안에 입기에 부담스럽지 않아요
소매에 밴드가 걷어 입어도 흘러내리지 않아서 편해요!
지퍼는 조금 뻑뻑한데 입을만해요ㅎㅎ
일단 핏이 제 체구 딱 이뻐서 맘에 듭니다",Free
dayzi_,상위 15%,23.11.13,Gray(그레이/쭈리),,정사이즈예요,아주 만족해요,화면과 비슷해요,169,55,55,"넹 걍 휘뚜마뚜템 출근할때마다 그녕 주워입기 넘 좋아요 사실 기모살라했는데 잘못 눌렀더라고요.? 
근데 기모안산게 더 좋은거같아요 
사무실은 더울때가 많아서 사무실안에서 입고있기 좋습니다 
다른색상도 여유되면 깔별로 소지하고싶네요 
기장도 넘 만족 질도 넘 만족스럽습니다 굿굿",Free
oheu******,,23.10.26,Charcoal(차콜/기모),FREE,생각보다 커요,아주 만족해요,화면과 비슷해요,158,62,66,이 상품 그레이/쭈리 버전으로 작년? 부터 열심히 입고 다녔어요!! 차콜색 후드 갖고싶어서 봤는데 이 상품으로는 기모만 있더라구요 ㅠ 그치만 너무 두꺼운 기모가 아니라서 요즘 입기 너무 좋습니다! 데일리쥬 최고예요 ♥,Free
9oWjB2If,상위 5%,23.10.19,Gray(그레이/기모),,생각보다 커요,보통이에요,화면과 비슷해요,157,50,55,"약간 오버핏이고
면이 탄탄하고 좋습니다.
후기에 지퍼얘기 많이 하길래 지퍼가 뭐 어쩌길래 그런가 했는데 약간 불편하긴 하네요.
기장이 짧은 편이라 세탁할 때 줄어들까봐 무서울 것 같긴 해요.",Free
ud54nbma,,23.09.26,Black(블랙/쭈리),,정사이즈예요,별로예요,화면과 비슷해요,167,56,44,"옷 먼지가 굉장히 심합니다. 한 번 세탁 후에 흰 티 위에 입고 나갔는데 글쎄 옷에 검정 먼지가 다 붙어서 후드를 벗을 수가 없었어요. 그 뿐만 아니라 땀난 게 아닌데도팔이며 옷이며 다 붙어요. 그리고 알게 모르게 싼티가 나는데 특히 후드 끈이 약간 누런 흰색이라 더 그래요.
후기 좋아서 구매한 건데 … 내 옷만 이런 건가 싶을 정도로 별로예요 ……",Free
P8UvtUnT,,23.09.22,Navy(네이비/쭈리),,정사이즈예요,보통이에요,화면과 비슷해요,162,48,55,처음에 포장 뜯으면 먼지가 좀 많아요. 그거 말고는 상품 자체는 맘에 듭니다. 끈 흰색인게 귀여워요. 품도 너무 크지 않은 적당한 오버핏이고 많이 두껍지 않아서 간절기에 입기 딱 좋습니다. 다만 퀄리티 대비 가격이 3만원 후반~4만원 초반인 점이 썩 합리적인 것 같진 않아요. 3만원 초중반이었으면 어땠을까하는 마음이...,Free
PrNQ6x4v,상위 25%,23.04.28,Gray(그레이/쭈리),FREE,정사이즈예요,보통이에요,화면과 비슷해요,160,54,55,심하게 오버핏이 아닌 제품 찾다가 구매했습니다 원하던 사이즈라 만족했지만 가격대비 질은 떨어지는 것 같네요 군데군데 실밥도 많고 두께도 얇아요 그래도 후회없이 편하게 잘 입고 있습니다,Free
이베치,,23.04.21,Gray(그레이/쭈리),FREE,정사이즈예요,보통이에요,화면과 비슷해요,172,60,55,일단은 입었을때 예뻤습니다! 기장도 딱 적당했어요! 170에 숏하게 잘 맞는달까요! 근데 자크가 진짜 뻑뻑하긴하데요ㅋㅋㅋ 그래도 투웨이라 진짜 만족했습니다. 쌀쌀할때마다 걸쳐입어주면 딱 좋습니다!,Free
7lmY8QEf,,23.04.03,White melange(백멜란지/쭈리),FREE,정사이즈예요,보통이에요,화면과 비슷해요,158,58,55,"소매 시보리가 맘에 들어서 샀는데 역시 이뻐요! 요즘 너무 크롭한 것들만 나와서 적당한 길이로 골랐는데 154기준 길이 아랫배 가리는정도에요!! 핏, 길이 다 좋은데 이 가격 퀄리티는 아닌듯해요^^;;;",Free
xRahK6XI,,23.03.16,Navy(네이비/쭈리),,정사이즈예요,보통이에요,화면과 비슷해요,165,58,55,"네이비색 후기가 별로 없어서 인기가 없나,, 별로인가,, 걱정하면서 시켰는데 원하던 색상이구 넘 오버핏도 딱 붙는핏도 아니게 딱 예쁩니다! 조금 얇긴해서 기모였으면 더 예뻤을거같긴 하네요 ㅎㅎ",Free
MLwOcs2m,,23.02.27,Gray(그레이/쭈리),FREE,작아요,별로예요,화면과 비슷해요,164,60,66,"일단 입었을때 엉덩이 조금 가리는 기장이에요
단점 조금 말햐보자면 손목에 있는 밴드가 너무 쪼이는 느낌도 받았고 지퍼가 조금 뻑뻑했어요ㅜㅜ 가격생각하면 퀄리티가 좀 떨어지는 느낌? 많이는 못입을것 같아요",Free
U35QIvbL,,23.02.21,Black(블랙/기모),FREE,정사이즈예요,보통이에요,화면과 비슷해요,168,50,44,"휘두루마뚜루 입을 후드집업이 필요해서 구매했어요 배송 빨리와서 좋고 딱 가격값 합니당 길이는 골반뼈 덮는 정도이고 레이어드 해서 입으면 좋을 것 같아여
지퍼가 광 돌아서 좀 저렴한 느낌은 있지만 이 가격이라 만족합니다",Free
nKH3rPqc,상위 10%,23.01.30,Black(블랙/쭈리),,정사이즈예요,아주 만족해요,화면과 비슷해요,155,52,55,"작년에 챠콜 기모 사고 정말 만족해서 블랙 쭈리로 샀는데 마음에 들어요

오버핏 안 좋아하는데 너무 붙는 핏도 안 좋아해서 이곳 저곳 검색해봤는데 역시 여기게 예쁘고 질도 좋아요
지퍼가 부드럽지는 않지만 크게 거슬릴정도는 아닙니다!",Free
chun******,,22.12.17,Gray(그레이/기모),,정사이즈예요,아주 만족해요,화면과 비슷해요,164,54,55,"너무 예뻐요!!! 좀 늦게 오긴 했지만 기다릴만한 옷이었어요!
코트 안에 회색 잠바 입은 게 너무 예뻐서 저도 그렇게 입으려고 샀는데 역시 예뻐요~
기모로 해서 산책 나갈때 입고나가면 두꺼워서 딱 좋아요오",Free
JgyWc35v,상위 25%,22.12.13,Charcoal(차콜/기모),FREE,정사이즈예요,보통이에요,화면과 비슷해요,163,51,55,제 사진은 아주아주 밝게 나왔어요. 실제 색감은 사진이랑 같아용 생각보다 아주 얇아요ㅠㅠ 근데 날 좀 풀리구 자켓 안에 껴입기 아주 좋을 것 같아요! 길이도 생각보다 짧았어. 그래두 핏이 너무 귀여워서 만족스럽습니다.. 두께가 아쉬워요ㅜㅜ 그거빼고는 다 맘에 들어요,Free
WAyCLhMz,,22.11.23,Gray(그레이/기모),FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,160,58,66,"생각보다 두툼하고 면이 짱짱해요
기모 후드집업이라고 해도 흐물흐물한 재질인게 많은데 이 후드집업은 좀 판판한 느낌이라 좋아요
아래 지퍼가 있어서 이너를 두껍게 입어도 답답하지 않게 입을수 있어요",Free
M24JLDww,,22.11.09,Black(블랙/기모),FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,155,44,44,"이뻐요!! 따뜻하고 첨에 지퍼잠그는게 힘들었지만 한번 하고 나니까 쉽게 잠기더라구요
기장 걱정했는데 팔은 적당히 오버핏에 길이는 엉덩이 반 정도 가리는 이쁜 핏이에요!!
근데 반팔에 입으면 이쁜데 맨투맨이나 두꺼운 옷 위에 입기엔 안이쁠거같아서 선선할때 입는게 젤 나은듯,,ㅜ",Free
WmlmFABN,,22.11.07,White melange(백멜란지/쭈리),FREE,정사이즈예요,보통이에요,화면과 비슷해요,167,30이하,33 이하,"받자마자 생각보다 묵직해서 내가 기모로 잘못 시켰나 생각할만큼 재질 탄탄했어요 그런데 지퍼가 진짜 불량인가..?싶을정도로 뻑뻑해요 ㅜㅜ 계속 해보다보니깐 요령 생겨서 지금은 잘 올리고 내리고 합니다
요즘 다 크롭으로 나와서 짜증났는데 얘는 167이 입어도 적당한 기장이라서 좋네요 ㅎㅎ 색깔도 마음에 들어요",Free
ee_m******,,22.10.27,Charcoal(차콜/기모),,정사이즈예요,아주 만족해요,화면과 비슷해요,155,49,44,"기모가 생각보다는 얇지만 핏이 예뻐서 너무 만족해요
소매 쪽도 쫀쫀하구 색도 예쁘네용
제가 딱 원하던 기장이라 자주 입고 다닐거 같아요 !
지퍼가 조금 열고 닫기 힘들지만 길들여보겠습니당",Free
LXUAbYGQ,,22.10.16,Gray(그레이/기모),FREE,정사이즈예요,아주 만족해요,화면보다 밝아요,160,70,77,어디에입어도 예뻐요ㅠㅠ안에 검은색티로 레이어드도 괜찮고 밑에 회색 트레이닝 바지 입어도 괜찮네요ㅎ사진처럼 연청같은경우는 검은색레이어드는 안어울리더라구요! 전부터 사고싶었는데 맨날 품절되서 놓치다가 드디어 샀네요ㅎㅎ,Free
goVPQ6Us,상위 20%,22.05.03,White melange(백멜란지/쭈리),,정사이즈예요,보통이에요,화면과 비슷해요,,,,"처음에 배송왔을때 먼지도 날리고 공장 냄새도 나고 했는데 핏이 취저라 용서합니다…♥
그리고 주머니 쪽이 조금 주름져서 배송오긴 했는데 엄청 신경 쓰이진 않아요!
회색 재구매 예정입니다 ◡̈",Free
3FKPR7yS,,22.05.02,Gray(그레이/쭈리),,정사이즈예요,아주 만족해요,화면과 비슷해요,158,45,44,"아랫단 지퍼가 뻑뻑해요. 잘 안 움직여요. 저는 그래서 밑은 안빼고 후드티 입듯이 입었다 벗었다 하고 있어요. 
그렇지만 그게 신경 쓰이지 않을만큼 옷이 편하고 막 입어도 잘 어울려요. 디테일도 괜찮고요. 기장 때문에 고른건데 적당해서 만족스럽네요. 엉덩이 바로 위? 그쯤까지 옵니다.",Free
rOu5RjDC,상위 20%,22.04.11,Charcoal(차콜/기모),,정사이즈예요,아주 만족해요,화면과 비슷해요,168,60,55,"기장이랑 품 딱 좋아요! 팔 긴편인데 팔 기장도 길고!
봄이지만 톡톡하게 입고싶어서 기모로 했는데 그냥 보들보들한 정도고 그렇게 심한 기모 아니라서 더 좋아요
근데 지퍼가 좀 허술하고 불안해요 ㅠ 투웨이지퍼 처음이여서 좀 미숙한 것도 있는데 아래지퍼 올렸다가 끝까지 내리려는데 안내려져서 고장난줄 알았어요..",Free
JWdpwwFF,,22.04.10,Gray(그레이/쭈리),,정사이즈예요,별로예요,화면과 비슷해요,155,44,44,지퍼가 진짜 너무 별로에요.. 투웨이 이면 지퍼가 좀 더 부드러워야하는데 밑에 지퍼 맞물리는 부분이 정말.. 정말 안좋아요. 지퍼를 잠굴때도 그렇고 풀때도 그렇고 진짜 너무 안풀려서 짜증이 날 정도입니다. 가격이 그렇게 저렴한 것도 아닌데 퀄리티가 진짜 별로에요.,Free
DYfu6DJt,상위 20%,22.04.02,Gray(그레이/기모),,정사이즈예요,보통이에요,화면과 비슷해요,157,50,55,"오래 기다린 보람이 있네여,, 배송2주?걸린듯
ㅠㅠ기모 얇아서 봄 가을에 단독으로 입기 좋고
겨울엔 안에 껴입어서 입으면 좋을 것 같아요!
팔 소매가 포인트인 것 같아요 귀엽고 대만족해요~
다른 색상도 구매할까 고민중!!",Free
